Text,Polarity
"বিশ্বব্যাপী ছড়িয়ে পড়ছে ওমিক্রন। করোনাভাইরাসের এই রূপ অন্ত্যন্ত প্রাণহানির কারন না হলেও এর ছড়িয়ে পরার হার অনেক বেশি। এই দ্রুত সংক্রমণ স্বাস্থ্য সেবায় বাধা হতে পারে। এই বিষয়ে বিশেষ সতর্কতা জারি করেছে বিশ্ব স্বাস্থ্য সংস্থা। আসুন আমরা নিজের ও অপরের সুরক্ষায় স্বাস্থ্যবিধি মেনে চলার ব্যাপারে আবারো গুরুত্বের সাথে যত্নশীল হই, টিকা নিই নিয়মিত মাস্ক পরি, প্রয়োজনমত হাত স্যানেটাইজ করি।",1
"জীবন বাঁচলে 
জীবিকা বাঁচবে 
ভ্যাকসিন নিন,
সুরক্ষিত থাকুন",1
ভ্যাক্সিন নিজে নিয়েছি অন্য দেরও বলছি নিতে,1
এত টীকা আসতেছে তাহলে গণ টীকা কার্যক্রম গতিহীন কেন? তবে কি দূর্নীতিবাজরা আবার টীকা বিক্রির পায়তারা করছে?,0
"টিকা যে দেসগুলো বেশি নিয়েছে তাদের প্রানহানি বেসি, যেমন আমেরিকা ভারত ব্রাজিল রাসিয়া ইন্দনেসিয়া,মেক্সিকো",0
সবাই টিকা নিয়ে সুস্থ থাকুন আমরা সবাই চিন্তা মুক্ত হতে পারি এটুকুই চাই ।টিকা টিকা আরও টিকা দরকার ।,1
ভ্যাক্সিনের সকল ডোজ দিলে মৃত্যু ঝুঁকি কমবে ইনশাআল্লাহ,1
"আগেই বলেছি সব টিকা ভুয়া।",0
দোয়া করি এই অনুদান গুলো যেনো কোন রাগব গোয়ালে চোখে না পড়ে।,0
টিকা না মেরে খালি সুই ঢোকায় কেনো এটা হাস্যকর। জেনারেল হাসপাতালে এমন একটা ঘটনা হয়েছে সবাই সুই মারার সময় সতর্ক থাকবেন।,0
আলহামদুলিল্লাহ ফাইজার দুই ডোজ এবং সিনোফার্ম দুই ডোজ দুটিই ভ্যাকসিন দিয়েছি।,1
 আপনার চারিপাশের সবাইকে টিকা দিতে উৎসাহিত করুন। কোভিড ভ্যাক্সিনই পারে আমাদের কে এই মহামারী থেকে সুরক্ষা দিতে।,1
"গতকাল ভ্যাক্সিন নিলাম, কোন পার্শ্ব প্রতিক্রিয়া দেখা দেয় নি এখনও, ভালো আছি",1
"যারা ঠান্ডাজনিত সমস্যায় চিকিৎসাধীন, তাদের জন্য বুস্টার ডোজ ৩০ বছর থেকে করার অনুরোধ থাকছে। এর পাশাপাশি ৫-১১ বছরের শিশুদের করোনা প্রতিরোধী টিকার সরকারি নির্দেশনা থাকলেও রেজিষ্ট্রেশন করা হচ্ছে না। এটিও দ্রুতই করার দাবি জানাই।",1
আসছে কোভ্যাক্স দিচ্ছে সিনোফার্ম,0
"যেভাবে ভ্যাকসিন দিচ্ছে ও দেওয়ার থেকে না দেওয়া ভালো।একটা ভেঙে ১০জনকে।যদি এমন বাটপারি চলে তবে তবে ভ্যাকসিন দিয়ে লাভ কি?
তাও যদি দিতো।২য় ডোজে বেশির ভাগই দুই নাম্বার করছে।দিচ্ছেই না।
সরকারকে অনুরোধ এসকল লোকদের আইনের আওতায় এনে কঠিন শাস্তি প্রদান করা হোক।
এত এত ভ্যাকসিন,সিরিঞ্জ দেশে আসছে তবুও কেনো দুই নাম্বারি করছে এরা?মরার ভয় কি নেয় এদের?",0
দেশীয় ভ্যাক্সিন ট্রায়ালের অনুমতি দেয় না কে।,0
আগে ভেক্সিন কম্পানি গুলো গিনিপিগ হিসেবে ব্যবহার করতো আফ্রিকান দেশ গুলোকে কিন্তুু তাদের শকুনি দৃষ্টি এখন বাংলাদেশের দিকে,0
টিকা নেয়া অনেকে হটাৎ হার্টএটাক করে মরে যাচ্ছে সেটা নিয়ে কোন আলোচনা হচ্ছে না।,0
"আমি সিনোফারম ভ্যাক্সিন পেয়েছি ২ ডোজ ই, বুস্টার ডোজ এর জন্য অপক্ষা করছি।",1
আমার টিকাদান কেন্দ্রে অনেক মানুষ এর ভিড় থাকলেও তারা সুন্দরভাবে সব পরিচালনা করছে। প্রশংসনীয়।,1
"ভ্যাক্সিন নিয়ে খুব ভালো আছি, কোন সমস্যা হয়নি",1
আমার পরিবারের সবাই টিকা দিয়েছে এবং সুস্থ আছে।,1
টিকার ঘাটতি থাকলে গণটিকা কিভাবে চলছে?,0
টিকা দিয়ে কোন কাজ হবেনা। তাই যারা বেশি সচেতন হয়ে টিকা নিচ্ছেন তারা বেশি পাকনামি ছাড়া আর কিছু করতেছেনা।তাই সবাই আবাল টিকা থেকে দূরে থাকুন।,0
আলহামদুলিল্লাহ ভ্যাক্সিনটি যেন মানবদেহে কার্যকারী হয় এই কামনা মহান আল্লাহর কাছে।,1
"আমি এক সপ্তাহ হয় ২য় ডোজ ফাইযার টিকা দিলাম, তেমন কোন সমস্যা হয় নি । প্রথম ডোজ এর পর ও সুস্থই ছিলাম",1
"খুবই ভালো উদ্যোগ 
 আশাকরি সবাই নিজ নিজ এলাকায় টিকা নিয়ে নিবেন।
 আল্লাহ আমাদের সবাইকে এই মহামারী থেকে রক্ষা করুন ",1
মাননীয় প্রধানমত্রী শেখ হাসিনা কে ধন্যবাদ সবাইকে ভ্যাক্সিনের আওতায় আনার জন্য।,1
"নিশ্চিন্তে সুযোগ আসলেই ভ্যাক্সিন দিয়ে ফেলুন।
নিরাপদ থাকুন।
সুস্থ থাকুন।",1
"বাংলাদেশে টিকা দিয়ে কি করবেন
টিকার ডোজ গুলো গোডাউনে রেখে পরে পাচার করবে অন্য রাষ্টে মনে রাখা দরকার এটা বাংলাদেশ ভাই",0
"আমি তো এখন পর্যন্ত টিকা পেলাম না ১ মাস আগে নিবন্ধন হয়েছি এখন পর্যন্ত টিকা নিতে পারলাম না,, আমি ঢাকা থাকি। 😣😣😥",0
আমদের আরও আগে ই উচিত ছিল টীকা উৎপাদনে যাওয়া।,0
"২ দিন একটু টিকা দেয়ার স্থানে পেশিতে ব্যাথা করেছে যেটা ছিল সহনীয়। ভয় পাওয়ার কিছু নেই, করোনা প্রতিরোধে টিকার বিকল্প নেই।",1
ইনশাআল্লাহ অতি শিগগিরই পেয়ে যাবেন মেসেজ অবশ্যই আসবে চিন্তার কোন কারন নাই,1
ভ্যাক্সিন নেয়ার পরেও মানুষ আক্রান্ত হইতে পারে। তবে রিকাভার করার সম্ভাবনা তাদের বেশি থাকে। এই শিরোনাম দায়িত্বজ্ঞানহীন। তবে বাংলাদেশের সংবাদ মাধ্যমের কাছে সেটা কেউ আশাও করে না আর।,1
ভাল আছি কোন সমস্যা নেই ভ্যাক্সিনে,1
বাংলাদেশ করোনা ভাইরাস (কোভিড-১৯) এর ভ্যাকসিন ফ্রি রেজিস্ট্রেশন করুন।,1
"ফর্মুলা পাঠালেই তো পারে,নিজেরাই টিকা তৈরি করব, সব খালি ব্যবসা বাণিজ্য",0
এত ভাল ব্যবস্থাপনা থাকার পরও কেন মানুষ ভ্যাক্সিন নিতে দ্বিধাবোধ করে জানা নেই। সবাই ভ্যাক্সিন নিন,1
"টিকা নিলে যে কারো মৃত্যু হবে না এমন না।
যার হায়াত যতদিন ততদিন বাঁচবে।
হে রোগ হলে ঔষধও খেতে হবে সচেতনও থাকতে হবে",1
আমাদের উচিত নিজেদের ভ্যাক্সিনের দিকে নজর দেওয়া।,1
আমরাতো সিঙ্গাপুরের চেয়ে উন্নত এখন ভিক্ষা চাও কে ভ্যাকসিন,0
"যারা বিদেশ যাওয়ার প্লান করছেন, অবশ্যই কোভিড ভ্যাক্সিন গ্রহন করুন, নতুবা ভিসা রিজেক্টেড হয়ে যাবে। এছাড়াও নিজের সুরক্ষার জন্য টিকার বিকল্প নেই",1
টিকা দেয়ার পরও কোভিড আক্রান্ত হলেও তখন দেহের রোগ প্রতিরোধ ক্ষমতা করোনা ভাইরাস প্রতিরোধে প্রস্তুত থাকে। তাই দ্রুত টিকা নিন।                                                                   ,1
"ভ্যাক্সিন কেন্দ্রে অনেক ভালো, সুশৃঙ্খল ব্যবস্থাপনা",1
রাশিয়া স্পুটনিক ৫ এর মত সিংগল ডোজ স্পুটনিক লাইট এর ব্যপারে বেশ জোরেশোরে মার্কেটিং করলেও প্রতি ডোজ স্পুটনিক ৫ এর জন্য ১০$ করে দাবী করছে,0
এতদিন নিজ দেশে টিকা উৎপাদন হতো। আপনারা যদি কিছু মানুষের স্বার্থ রক্ষা না করে অধিকাংশের কথা ভাবতেন ।,0
ভারত কেনো আমাদের পাওনা টিকা দিতেছেনা সে বিষয়ে ও জাতিসংঘের কাছে কেনো কোনো অভিযোগ করা হয়নি...সে বিষয়ে ও খেয়াল রাখতে হবে,0
প্রথম যখন টিকা আসে তখন মানুষ টিকা দেয় নি আর এখন টিকার জন্য হাহাকার।।,0
দেশে আগের তিন টিকার প্রতিটির ক্ষেত্রেই গণটিকাদান কর্মসূচির আগে পরীক্ষামূলক প্রয়োগ করা হয়।,0
"টিকা দেয়াার পর নাকি অসুস্থ হওয়ার আশঙ্কা থাকে! আমি ২ ডোজ টিকা ই গ্রহন করেছি, আল্লাহর রহমতে কিছু হয় নি ",1
আরো ২৫ লক্ষ ডোজ মর্ডানা'র কোভিড ভ্যাক্সিন আসছে,0
টিকা আমদানি ও প্রয়োগে গতি আরও বাড়ানো উচিত,0
"কাম সারছে,গরীব দ্যাশে টিকা দিলে আমরা তো পাইতাম না।😪😪",0
"আসলে টিকা নিলে তেমন কোনো অসুবিধা হয় না, হয়তো যেখানে ইনজেকশন দেয়া হয় সেখানে ব্যথা করতে পারে, কারো কারো টেম্পারেচার কিছুটা হলেও হতে পারে, হলেও এক দুই দিন পরে সব ঠিক হয়ে যায়, আমাদের তেমন কোন অসুবিধা হয়নি, তবে যেদিন ভ্যাকসিন নিবেন দেখে নিতে হবে আপনার কোন টেম্পারেচার আছে কিনা বা আপনার অ্যালার্জি জনিত কোন সমস্যা আছে কিনা যদি সব কিছু ঠিক থাকে অবশ্যই ভ্যাকসিন নিতে পারবেন।",1
এইটার সাথে কি ইজরাইল এ জড়িত আছে? বাংলাদেশ এই টিকা নিল কেন😠,0
তিন মাস হয়ে গেল দ্বিতীয় ডোজ টিকার এসএমএস এখনো পাই নাই,0
"নিজের কথা ভাবুন ,নিজের পরিবার ও সমাজের কথা ভাবুন। টিকা গ্রহন করুন",1
"টিকা দিতে এসে কোন ভোগান্তি হয় নি, সময়মত সিরিয়ালে দাঁড়িয়ে টিকা নিতে পেরেছি।",1
টিকা যারা নিয়েছেন তাদের সংক্রমণের হার অনেক কম যারা টিকা নেননি তাদের তুলনায়। সুতরাং টিকা দ্রুত নিয়ে সবাই যদি স্বাস্থ্যবিধি অনুসরণ করে তবে একসময় করোনা মহামারী নিয়ন্ত্রণে চলে আসবে ইনশাআল্লাহ।,1
আমি এখনো দিতে পারি নাই,0
"চীন যা বলে তা করে , আর তারা বনিজ্যে বেইমানী করে না।যা করে ভারত। আমাদে দেশের অর্থ নৈতিক উন্নয়নের পিছনে জীনের ভূমিকা অপরিসীম। যারা প্যাক্টেরি ও ভিন্ন কোম্পানিতে চাকরি করছে তারা বলতে পারবে",0
"ভ্যাক্সিন দিতে গিয়ে কোন সমস্যায় পড়তে হয়নি, শুধু রেজিস্ট্রেশন কার্ড নিতে ভুলবেন না।",1
আপনার ও আপনার প্রিয়জনকে করোনা ভাইরাস থেকে নিরাপদে রাখতে কোভিড-১৯ ভ্যাকসিন নিন,1
আমি বুঝলাম না বাংলাদেশের জনসংখ্যা কি ১০০ কোটি নাকি। কিভাবে কাঙ্ক্ষিত জনসংখ্যার ৫% টিকা পায় না? সব যায়গাতে গড়মিল।,0
টিকাদান ব্যবস্থাপনা সুশৃঙ্খলভাবে পরিচালনা করার জন্য বাংলাদেশ সরকারকে ধন্যবাদ জানাতেই হয়।,1
এবার তো সাধারন মানুষের জন্য এর টিকা বের করতে পারে।,0
আরো ২৫ লক্ষ ডোজ মর্ডানা'র কোভিড ভ্যাক্সিন আসছে,1
"ভাই গ্রাম অঞ্চলে সাধারন মানুষ চিনের টিকা ছাড়া ভালো মানের কোন টিকা পাবেনা
ভালো মানের টিকা পাবে তো নেতা কমীরা",0
ভেবেছিলাম সরকারি হাসপাতালে টিকা দেয়া নিয়ে অনেক ভোগান্তি পোহাতে হবে। কিন্তু তেমন কিছুই মনে হয় নি টিকা নিতে এসে। সুশৃঙ্খল ব্যবস্থাপনা,1
স্কুল কলেজ মাদ্রাসার ছাত্র ছাত্রীরা এসব পোস্ট দেখলে ভয় পায়।,0
টিকা নিয়ে নিজের মধ্যে রোগ প্রতিরোধ  ক্ষমতা গড়ে তুলুন। ,1
টিকা নিন সুস্থ থাকুন,1
এবার আর যুক্তরাষ্ট্রের অভিবাসিরা মিস করবে না টিকা নিতে,0
 আমাদের এলাকার টিকা কেন্দ্রের মান খুবই ভালো। আমার কোন সমস্যা হয়নি।,1
